17.889,17.944,16.111,16.167,13.944,15.333,16.722,15.5,16.222,18.0,16.222,17.167
8.556,10.444,10.167,10.778,11.111,10.778,10.389,11.667,9.333,9.833,8.056,12.944
1.667,6.111,4.444,2.778,3.667,3.778,7.944,5.0,5.111,4.111,5.5,5.833
3.222,6.667,2.889,5.722,3.111,7.722,10.0,3.0,7.556,7.722,5.778,4.889
4.722,5.944,0.5,6.111,7.5,5.111,9.611,4.5,9.889,6.611,11.556,10.056
13.5,13.444,9.333,12.056,12.833,9.222,12.667,13.333,13.556,9.5,9.389,14.333
18.278,17.056,17.333,16.167,15.667,17.0,19.111,16.778,18.778,18.667,16.889,17.556
21.444,21.0,21.111,22.167,22.5,23.778,23.889,19.889,22.222,23.111,25.833,23.333
27.667,28.056,27.722,27.778,28.722,27.778,27.222,26.222,30.222,28.333,27.778,28.444
30.0,30.0,28.556,31.611,31.667,31.611,30.389,29.778,31.056,31.0,30.444,31.278
30.722,29.556,29.667,30.389,30.5,29.889,29.889,29.778,29.222,27.944,31.0,31.111
26.667,26.667,25.722,26.778,24.611,25.667,27.889,25.889,26.389,25.389,27.056,26.389
20.222,21.056,19.722,19.5,17.056,19.333,20.167,19.278,19.611,20.667,20.833,18.556
13.222,14.333,13.944,14.111,14.444,14.278,14.778,16.5,12.0,12.833,12.222,15.778
6.0,8.944,9.5,6.444,7.833,6.722,10.889,8.222,10.333,9.722,9.833,8.556
20.222,20.556,17.0,18.722,18.222,22.556,21.444,18.333,20.667,23.722,18.833,20.333
18.333,19.444,16.944,19.944,20.722,20.667,21.333,22.833,23.944,23.0,26.278,23.722
23.0,25.389,23.0,22.0,23.556,22.944,22.889,26.444,24.722,22.167,24.278,26.778
29.111,26.056,28.167,25.5,27.667,25.722,27.167,27.167,27.278,28.056,27.833,28.333
30.111,30.111,30.667,29.889,29.667,29.5,31.889,31.333,30.944,29.444,29.889,31.333
31.556,32.111,32.278,31.278,32.0,32.778,35.389,31.5,33.0,32.167,32.722,33.333
32.333,32.889,32.5,33.556,32.556,33.778,34.056,32.389,32.444,31.611,32.889,33.389
32.778,32.167,32.611,33.278,32.667,33.611,33.5,31.944,31.889,32.722,32.778,33.278
31.278,31.556,32.167,30.722,31.556,32.056,31.0,31.0,31.389,31.611,32.778,31.611
28.056,28.778,28.333,28.5,27.778,28.444,29.611,28.556,27.5,28.833,30.111,28.389
22.556,26.333,26.611,23.722,25.778,24.389,26.444,26.333,23.056,24.778,25.0,25.889
20.222,20.333,22.889,20.444,21.833,20.056,23.889,20.222,22.833,23.833,22.0,22.056
12.0,13.167,8.944,11.222,10.722,15.278,15.389,12.167,13.222,17.5,12.333,14.056
12.111,14.278,10.889,14.333,15.222,14.111,16.0,15.667,18.056,15.556,20.833,18.667
20.111,21.056,18.667,18.333,20.0,17.722,18.278,20.722,20.667,16.889,19.444,22.389
25.389,22.111,25.833,21.778,24.722,22.667,23.333,23.667,23.778,24.0,23.222,24.944
27.556,27.222,27.778,27.778,27.944,27.778,30.0,27.833,28.222,26.556,29.333,29.556
31.611,30.667,31.944,29.833,32.278,32.111,34.222,30.167,33.222,30.778,32.222,33.389
32.222,32.444,32.889,33.833,32.444,35.278,33.944,31.056,32.722,30.278,32.111,32.833
33.222,31.444,32.056,33.889,32.667,32.944,32.611,31.222,31.389,30.444,31.778,31.667
29.389,30.5,31.0,28.333,28.444,30.833,30.222,28.833,29.333,29.167,32.222,29.5
24.833,26.0,25.278,24.667,22.556,24.222,26.389,24.556,23.444,24.667,26.389,24.611
17.944,21.833,22.333,19.167,20.222,18.833,21.722,22.278,17.778,18.167,17.556,20.444
13.278,14.944,16.0,12.667,15.889,13.722,17.389,13.944,17.056,16.444,15.333,15.222
-0.611,-1.778,1.0,1.944,-1.444,-2.389,1.722,3.667,-1.889,-1.611,3.389,0.333
4.833,2.833,2.667,3.722,4.5,-0.056,3.333,2.556,2.611,2.556,1.722,1.667
9.056,5.5,9.167,6.889,6.944,6.778,6.722,7.722,4.778,8.0,6.5,8.333
9.778,10.056,10.389,9.333,13.889,9.722,11.667,10.889,9.389,11.111,12.111,9.222
15.722,18.333,14.0,15.944,17.167,19.5,15.889,17.111,16.5,18.0,19.167,14.278
21.056,21.889,21.667,20.333,24.722,18.667,18.611,23.389,21.333,23.389,21.778,21.5
28.444,27.611,26.222,24.444,28.611,20.556,29.333,30.944,28.444,30.111,29.389,29.944
22.056,26.722,24.722,26.667,27.667,23.5,28.667,28.722,27.278,28.778,27.111,29.611
19.278,19.722,18.778,20.056,20.944,21.222,23.5,22.167,21.833,20.667,22.056,24.667
12.556,13.444,16.0,13.778,18.889,13.944,13.0,16.778,13.944,12.333,13.0,16.389
3.278,2.778,3.111,4.444,3.111,3.056,5.056,2.778,7.611,6.278,5.167,2.056
-0.944,1.278,-3.111,-4.222,-1.389,0.444,-1.056,1.667,-0.611,-1.222,0.0,-1.0
0.111,2.611,-4.278,1.667,0.0,1.722,3.556,-0.444,2.556,3.556,0.833,-0.056
1.611,3.944,-3.333,5.778,1.833,1.833,8.278,1.611,0.944,3.333,5.278,3.222
12.556,13.333,5.611,9.556,10.722,7.167,9.111,11.556,9.111,5.722,9.111,12.0
17.944,15.444,17.611,13.111,18.333,15.111,17.056,18.5,16.667,16.111,13.444,15.5
21.056,20.611,21.667,20.722,26.111,23.5,25.444,22.056,21.222,23.667,28.0,24.167
29.0,28.444,28.667,28.611,31.167,27.167,27.5,26.056,28.778,27.556,29.5,29.556
29.556,30.0,29.722,32.722,32.333,29.722,29.444,29.667,29.389,28.333,29.611,29.833
29.222,29.333,28.944,32.944,32.222,29.278,29.389,30.278,28.333,28.778,29.333,28.833
25.0,25.056,28.167,26.667,26.889,21.778,28.222,24.389,25.5,27.278,27.278,25.667
19.0,21.167,17.944,18.889,15.722,17.333,19.833,19.389,18.722,18.722,18.111,19.111
8.778,11.222,11.278,11.611,10.944,8.778,12.778,12.167,10.056,9.111,5.889,11.833
2.444,1.778,2.833,-4.278,4.944,3.222,6.722,5.167,2.556,1.778,5.722,3.333
-0.111,2.944,-3.889,2.111,0.444,3.056,4.944,-1.222,2.611,3.667,0.722,0.944
1.556,3.778,-3.222,6.111,2.056,1.889,8.444,0.833,2.222,3.389,6.944,4.111
11.278,13.833,5.333,10.611,10.333,7.333,9.833,11.944,8.611,6.0,8.556,12.556
17.778,15.222,17.222,13.389,17.333,15.111,17.278,18.389,17.667,16.667,13.5,15.611
20.333,20.167,21.056,20.389,25.278,23.333,25.167,21.5,20.667,24.111,27.556,24.389
28.167,28.278,28.111,28.222,30.778,26.333,27.222,25.556,28.389,27.222,28.611,29.333
29.5,29.611,29.111,32.111,31.667,29.778,28.667,28.667,28.889,27.778,29.333,29.722
28.833,28.611,28.056,31.889,31.0,29.056,29.0,29.111,28.167,28.111,28.778,28.611
24.778,26.278,27.556,26.722,25.444,21.889,28.111,23.778,26.556,26.278,26.667,25.278
18.722,20.889,17.167,18.611,14.611,17.222,19.667,18.222,18.833,18.5,18.5,18.889
10.0,11.667,12.0,11.944,11.111,9.556,12.778,12.889,9.833,9.111,6.556,11.889
2.778,3.0,4.389,-2.5,4.556,3.056,7.389,4.778,3.556,3.111,6.056,3.833
-2.389,-1.889,-8.111,-0.889,-3.5,-3.333,-1.0,-1.833,-3.667,-0.111,-2.778,-3.167
-0.222,0.833,-5.611,2.222,-1.611,-3.444,5.111,-0.444,-3.444,0.333,-1.222,0.667
13.0,10.111,4.944,6.389,10.056,3.833,4.444,7.778,5.5,2.944,6.444,8.611
17.222,13.833,14.611,10.833,16.778,12.833,15.444,16.833,13.389,12.5,10.333,12.722
20.056,20.222,21.389,19.444,26.278,20.778,24.611,20.667,20.722,20.778,25.944,22.222
28.056,28.056,27.611,26.944,31.056,25.0,24.889,25.778,26.722,25.833,28.389,28.444
28.667,28.556,28.389,31.556,31.333,26.833,28.833,28.889,28.667,28.556,28.778,29.389
28.056,28.778,28.333,32.444,31.389,27.167,28.0,30.222,27.444,28.556,27.944,28.444
22.889,21.889,26.611,24.944,25.222,19.722,27.111,23.333,23.556,26.389,24.389,25.167
17.722,19.778,16.667,16.222,14.667,15.667,17.5,18.778,16.667,16.556,14.611,18.111
6.056,7.889,6.833,7.111,8.389,6.056,9.778,7.056,7.833,6.556,3.222,8.722
-1.667,-2.333,-2.444,-9.278,1.944,0.778,4.167,2.056,-2.444,-2.889,1.944,-1.444
4.944,3.0,-1.5,4.222,2.333,0.667,5.611,6.833,5.611,6.944,6.333,6.389
7.444,7.556,-0.833,7.333,7.444,2.944,9.556,6.167,6.556,7.556,7.0,8.111
16.333,12.056,12.389,10.778,13.889,10.778,8.889,13.722,13.667,11.556,15.667,14.722
19.833,16.833,20.222,14.111,19.111,16.222,17.889,20.667,17.389,16.167,16.778,20.556
22.0,23.611,22.778,22.278,26.167,22.889,27.389,24.167,24.556,24.667,29.222,24.889
30.889,31.333,30.444,27.889,32.944,28.5,30.889,27.889,30.333,31.5,32.778,31.167
32.444,32.556,35.278,35.111,32.667,31.444,32.556,35.556,32.889,32.056,32.833,34.5
31.056,33.0,33.056,36.778,33.722,31.389,32.389,34.278,30.167,30.944,30.778,34.0
27.5,23.611,30.222,29.778,27.778,24.778,31.111,25.722,25.667,29.611,27.222,30.611
22.333,22.444,22.556,20.333,19.389,19.056,21.5,22.556,19.944,20.222,18.333,23.0
10.0,12.556,11.167,12.333,14.444,10.444,14.278,11.889,13.778,12.0,9.889,12.333
3.278,4.778,5.278,-4.111,10.111,8.333,8.0,8.056,5.667,5.333,7.444,5.944
3.944,5.944,-0.611,5.278,4.056,8.0,9.111,2.722,6.0,7.5,4.5,5.111
4.278,7.5,0.444,8.556,7.556,7.222,10.333,5.0,8.056,8.333,12.5,9.889
14.278,17.5,10.722,13.556,14.111,10.889,13.389,16.0,13.389,9.278,12.111,16.444
20.222,17.167,20.667,15.778,20.222,18.333,18.778,21.0,19.722,19.778,17.111,18.889
23.0,22.056,22.889,22.5,25.5,24.611,26.056,23.389,23.222,24.5,28.444,26.0
29.0,29.222,29.111,28.333,31.222,28.556,28.833,26.556,30.0,28.667,30.056,30.333
30.611,30.167,30.611,32.222,32.056,32.444,29.778,29.722,30.444,28.778,30.667,31.278
30.389,29.556,29.444,33.389,31.889,30.722,30.556,30.056,30.0,28.611,29.667,29.667
26.333,28.111,28.0,28.0,26.111,25.222,30.667,25.222,28.778,26.944,27.944,26.5
20.556,22.889,19.667,21.111,16.944,19.278,22.444,20.611,21.167,20.278,20.944,20.556
12.944,14.833,15.222,14.222,14.944,12.611,15.556,16.167,12.444,12.333,10.556,14.722
6.333,7.5,8.667,3.0,8.833,6.389,10.0,7.667,8.333,8.056,9.278,8.389
13.667,13.0,8.722,13.611,12.556,15.222,17.0,13.5,14.611,16.333,12.778,15.944
13.389,15.389,11.278,15.556,16.056,17.111,17.5,15.5,19.611,17.944,20.778,17.389
19.167,22.111,19.444,19.778,20.778,19.389,20.278,20.556,22.167,19.778,22.889,22.0
25.111,22.778,26.056,22.222,25.778,22.5,24.333,25.667,25.389,24.111,23.667,25.889
28.611,28.056,29.556,27.778,29.444,27.389,30.889,30.0,28.833,27.556,31.611,30.667
31.944,31.722,32.556,30.222,32.333,31.556,34.0,31.444,32.778,32.333,33.0,33.833
32.444,33.444,34.333,33.556,32.667,33.5,35.444,32.444,34.222,32.444,34.0,34.056
32.667,32.0,33.667,33.556,32.889,34.5,34.611,33.389,32.278,33.333,33.278,32.222
29.556,30.111,30.778,30.111,30.667,31.889,31.889,30.111,29.222,32.722,31.222,31.389
26.833,27.778,27.0,26.556,24.667,25.333,27.278,26.5,25.667,26.056,26.833,26.667
19.111,23.5,22.889,20.667,22.444,18.556,21.444,23.111,20.611,18.556,18.0,20.278
15.444,16.556,16.889,11.889,17.222,16.111,17.0,16.389,17.389,15.167,16.389,17.389
-6.889,-3.0,-5.556,-2.778,-3.778,-3.889,-3.333,-7.5,-2.056,-3.333,-4.389,-5.611
-5.333,-3.222,-4.222,-1.167,-1.667,-7.056,1.278,-5.167,-1.944,-1.778,0.722,-0.833
2.944,5.056,0.833,3.389,2.889,2.889,4.111,2.056,1.111,3.444,2.833,3.444
11.778,9.833,7.444,9.5,9.167,10.111,11.222,8.222,11.722,10.0,8.0,10.111
16.5,13.833,18.833,14.444,18.444,17.667,20.5,15.889,16.778,18.0,19.833,19.833
19.889,22.611,21.556,23.778,22.333,22.167,20.611,22.889,21.556,21.833,21.778,21.944
26.0,25.889,25.167,25.389,25.611,24.722,25.167,24.556,25.722,26.0,26.833,26.667
22.222,25.0,24.833,24.5,24.222,25.333,25.056,24.278,22.611,23.722,25.889,25.222
20.556,17.944,17.667,21.556,18.167,18.833,19.444,20.944,19.389,19.389,20.722,19.5
14.111,12.667,11.167,12.556,9.778,9.944,11.833,12.111,12.056,14.222,9.667,15.944
2.167,3.278,4.778,5.0,6.056,5.278,4.389,6.444,5.611,4.778,1.667,8.0
-3.333,1.722,-2.0,-2.611,-2.722,-1.111,1.889,-0.056,-1.0,-4.111,-1.389,1.389
2.833,6.5,1.778,5.0,2.833,7.0,9.111,2.333,7.0,7.056,4.889,4.278
4.222,5.778,0.667,6.444,6.778,4.833,9.222,3.778,8.444,5.889,10.444,9.833
13.889,13.667,9.111,11.944,12.889,8.833,12.389,13.056,13.167,9.056,9.0,14.333
18.667,16.556,17.444,15.444,16.444,17.222,19.278,17.556,19.111,18.778,16.333,17.833
21.278,21.056,21.389,22.111,23.0,24.0,24.167,20.222,22.167,23.056,26.278,23.611
27.722,28.111,27.611,27.722,28.722,28.0,26.833,26.0,29.778,28.0,27.5,28.278
30.0,29.722,28.389,31.389,31.889,31.722,30.111,29.333,30.444,30.278,30.111,30.778
30.278,29.389,29.611,30.778,30.778,30.111,30.056,29.5,28.667,27.556,30.111,30.444
26.167,26.333,25.889,26.667,24.444,25.278,28.389,24.778,26.0,25.222,26.556,26.0
19.611,20.778,19.167,19.111,16.556,18.611,19.833,18.667,19.167,20.0,20.0,18.333
12.556,14.111,13.556,13.611,13.667,13.333,14.5,16.056,11.556,11.667,10.667,15.056
5.278,7.611,9.056,4.833,7.389,5.889,10.722,7.222,8.778,8.5,8.611,7.944
-1.389,2.667,-0.333,1.5,0.111,2.111,3.556,-2.333,3.056,2.389,0.889,0.833
-0.5,1.333,-1.056,3.333,2.778,-0.556,5.611,-0.111,2.889,2.222,6.556,4.889
7.611,9.556,5.111,7.222,7.778,5.278,8.444,7.944,6.667,6.222,6.0,9.056
16.056,14.0,11.944,12.833,12.0,13.333,14.722,11.667,15.667,14.222,11.222,14.389
18.5,18.0,19.5,17.778,19.5,21.056,21.722,17.944,18.778,21.167,22.556,21.5
22.5,25.278,24.833,26.0,24.833,24.944,22.833,23.0,25.5,25.222,24.333,24.833
28.056,27.278,26.667,28.667,27.944,28.167,27.278,27.444,28.0,29.0,29.056,29.389
25.944,27.667,25.611,27.0,27.778,27.333,27.222,27.111,25.333,26.056,28.167,29.333
23.333,22.167,20.833,24.722,21.889,21.167,23.667,22.444,22.333,22.389,23.111,22.444
17.444,16.889,15.444,15.778,13.5,14.778,16.056,15.0,15.667,17.167,15.0,17.167
7.444,9.333,9.5,10.222,10.778,10.333,9.556,10.944,9.0,9.278,7.278,12.722
0.889,5.611,3.444,2.167,2.944,3.111,7.278,4.5,4.667,3.111,4.611,5.611
-3.889,-0.611,-5.056,-1.5,-3.167,-1.667,-0.556,-4.444,-1.111,-0.722,-2.278,-4.444
-3.0,-1.889,-4.667,1.167,-2.944,-2.444,3.944,-3.5,-2.611,-1.778,-0.111,-1.944
7.167,8.111,2.056,5.167,4.389,3.722,5.056,4.889,2.667,2.333,3.778,4.556
13.944,11.444,10.333,9.389,12.556,10.167,14.278,11.778,14.056,9.444,7.444,9.667
17.0,16.222,20.0,15.778,22.167,18.667,23.167,18.0,17.667,20.556,23.0,20.556
23.333,24.556,23.889,24.778,27.167,22.389,24.0,23.667,24.333,23.889,24.722,25.278
26.0,26.667,25.667,29.056,29.556,26.556,27.333,26.5,26.389,26.556,28.056,27.056
25.722,26.5,25.778,27.389,27.167,26.167,26.944,26.833,26.056,25.722,26.833,26.111
21.556,21.222,22.0,21.944,20.833,17.722,23.889,21.5,22.111,21.722,22.611,21.889
15.111,16.944,13.444,14.056,10.556,12.611,15.667,13.722,13.722,14.778,12.389,15.111
5.444,5.833,6.722,6.667,6.5,5.0,7.944,7.278,5.889,5.111,2.278,8.389
-1.556,-1.222,-1.611,-5.222,-0.222,-0.167,3.611,1.889,-2.0,-3.111,1.444,0.222
-7.722,-5.667,-12.167,-5.056,-9.389,-7.444,-5.944,-7.111,-7.667,-6.111,-6.722,-9.222
-6.167,-3.278,-7.944,-1.944,-7.0,-5.833,1.889,-6.056,-6.5,-5.111,-6.5,-7.333
7.889,6.611,1.944,2.444,3.111,2.167,2.0,2.778,0.944,-0.556,2.722,2.0
13.0,11.278,10.556,9.778,13.778,10.778,15.111,13.111,10.111,6.167,6.556,6.611
16.944,18.333,21.111,17.5,24.333,18.222,23.222,19.278,17.722,17.944,23.778,18.889
23.667,25.0,24.333,23.889,29.278,21.611,22.222,24.0,23.389,23.611,25.389,25.556
25.833,26.5,25.667,28.889,30.167,23.944,26.778,26.833,26.722,26.611,27.0,27.0
25.111,26.833,26.111,29.056,27.222,25.0,26.833,28.056,26.278,26.611,25.778,25.5
20.056,19.111,22.667,20.389,20.667,16.722,24.167,20.833,20.944,22.778,20.389,22.167
13.611,16.0,13.889,12.111,11.278,11.833,14.0,14.611,13.278,12.056,9.222,14.5
2.722,2.5,1.778,2.056,2.167,0.778,3.889,1.389,3.556,2.5,-1.222,3.333
-7.333,-6.944,-8.0,-13.222,-4.333,-4.833,-1.833,-2.0,-8.222,-9.833,-2.333,-6.833
11.278,11.389,6.444,11.222,10.167,13.667,14.5,11.0,12.222,14.667,10.556,13.722
11.0,13.889,9.5,13.778,14.222,14.833,15.667,13.5,16.833,15.278,19.333,16.278
18.056,21.444,17.333,17.667,19.5,17.222,18.667,19.667,20.778,17.111,20.444,21.556
24.278,22.0,25.556,20.833,24.833,21.5,23.222,24.833,24.0,23.278,22.111,24.778
27.556,27.056,27.889,26.889,28.944,26.667,29.889,28.444,28.0,26.556,30.889,30.167
32.556,32.056,32.0,29.556,33.111,31.444,33.5,30.222,32.444,31.722,32.667,33.667
32.5,33.222,34.111,33.389,32.444,33.722,33.833,31.833,34.0,31.389,33.167,33.944
32.944,32.056,33.0,33.833,33.167,33.333,33.667,32.611,31.111,32.222,32.556,31.833
28.944,30.111,30.944,29.389,29.611,30.167,32.0,29.333,28.778,31.556,31.056,30.722
25.278,27.111,25.889,25.222,22.111,23.833,27.111,24.944,24.056,24.667,25.611,25.333
17.111,21.611,21.944,18.889,20.667,17.444,20.722,21.556,18.222,16.889,15.667,19.111
12.889,14.222,15.222,9.778,15.0,13.611,15.111,13.833,15.056,13.722,14.556,15.278
3.111,3.778,-2.111,4.111,3.222,3.389,6.056,2.944,5.333,6.667,3.667,4.111
4.444,6.278,-0.889,8.278,5.333,4.611,9.611,4.833,4.389,6.667,8.0,7.111
14.222,14.611,9.333,11.778,13.667,10.056,9.667,13.611,12.611,8.722,12.278,14.556
19.722,16.5,19.667,14.278,20.333,16.333,18.333,20.222,17.278,17.444,15.667,18.0
22.333,22.778,22.944,22.389,26.556,23.333,26.778,23.667,23.167,23.444,28.944,24.556
29.667,29.278,29.167,28.444,32.0,28.0,28.889,26.667,28.722,28.444,31.222,30.333
30.722,31.444,32.222,33.278,31.444,31.0,30.667,31.889,30.444,29.889,32.0,32.833
29.667,31.333,30.778,35.222,32.611,31.056,30.778,32.667,29.167,29.444,30.556,30.778
25.778,25.444,29.222,28.111,27.167,23.222,29.222,24.778,25.278,28.222,27.556,27.778
20.778,22.556,20.667,20.444,17.611,18.222,21.167,20.944,19.778,19.667,19.556,21.222
9.778,13.833,13.111,13.111,13.889,9.944,14.667,13.278,12.111,11.278,8.167,13.111
4.667,4.833,6.111,-3.056,8.444,6.667,8.0,7.111,5.444,4.611,7.611,5.5
-2.611,-1.556,-7.444,2.0,-2.111,-5.389,-1.722,1.611,-1.389,-0.444,-0.333,0.778
2.0,2.333,-3.667,4.889,2.222,-3.167,4.667,-0.389,1.722,2.667,-5.167,0.944
9.278,8.111,5.333,6.222,7.111,7.333,4.167,4.889,6.056,5.833,3.611,7.5
10.333,9.444,10.833,10.889,14.667,11.722,13.444,13.389,10.611,9.278,10.0,8.111
15.389,18.056,15.278,16.111,20.556,19.556,19.444,16.778,16.222,18.167,20.056,15.722
20.056,22.333,22.5,21.667,28.5,19.667,18.667,21.889,21.056,22.222,21.889,21.833
27.167,27.5,25.0,26.5,29.111,19.889,28.722,30.556,27.944,28.111,27.889,29.333
23.333,27.889,24.944,29.5,27.833,22.667,28.778,30.0,27.611,28.0,26.556,29.833
19.278,18.556,20.222,18.389,19.944,18.611,24.611,20.444,20.056,21.944,18.889,24.444
13.278,14.111,14.833,13.889,15.778,13.222,13.5,16.111,13.444,11.278,11.833,15.167
4.222,0.5,-0.167,4.389,4.167,1.778,4.667,1.167,7.556,5.0,4.111,0.167
-5.111,0.0,-5.722,-10.611,0.333,1.556,-0.889,1.222,-4.556,-3.222,1.056,-4.667
1.222,0.556,-5.333,2.222,-1.722,-2.333,3.0,4.0,0.167,2.833,1.222,4.167
3.778,4.111,-3.944,6.0,3.111,-2.0,6.722,2.444,3.278,4.444,0.667,5.222
13.944,9.5,8.389,7.556,11.056,7.833,5.222,11.111,10.167,8.5,10.333,11.111
16.111,14.667,15.5,11.222,17.556,13.667,15.556,17.278,14.278,12.944,12.389,16.5
19.444,21.389,21.0,19.389,24.056,21.389,24.167,20.889,20.667,21.778,24.722,21.944
29.111,28.722,28.389,25.444,31.889,25.167,25.333,25.667,27.0,27.778,29.222,29.778
30.333,30.167,31.167,32.167,30.833,27.556,30.389,32.611,31.278,29.889,29.556,32.111
29.056,31.444,29.556,33.444,31.278,27.833,29.778,31.833,28.722,29.833,28.5,31.778
24.333,21.111,27.722,26.944,25.222,21.611,28.778,24.5,24.278,27.444,25.278,28.5
19.5,19.389,19.333,17.778,17.389,16.778,17.389,21.278,17.278,16.111,15.111,20.056
