city,common_name,count,mean_h
Los Angeles,Oriental arborvitae,663,No info on height
Los Angeles,Oriental sweetgum,79,No info on height
Los Angeles,Ornamental pear,3448,No info on height
Los Angeles,Osage orange,10,No info on height
Los Angeles,Pacific plum,13,No info on height
Los Angeles,Palm species,967,No info on height
Los Angeles,Papaya,5,No info on height
Los Angeles,Paper birch,22,No info on height
Los Angeles,Paper mulberry,284,No info on height
Los Angeles,Paradox walnut,30,No info on height
Los Angeles,Parana pine,3,No info on height
Los Angeles,Parlor palm,2,No info on height
Los Angeles,Parry pinyon pine,1,No info on height
Los Angeles,Paul's scarlet hawthorn,1,No info on height
Los Angeles,Peach,1370,No info on height
Los Angeles,Pecan,422,No info on height
Los Angeles,Pencil tree,145,No info on height
Los Angeles,Peppermint eucalyptus,4,No info on height
Los Angeles,Peppermint tree,220,No info on height
Los Angeles,Peruvian pepper tree,39,No info on height
Los Angeles,Pfitzer juniper,195,No info on height
Los Angeles,Pin oak,24,No info on height
Los Angeles,Pindo palm,222,No info on height
Los Angeles,Pine species,943,No info on height
Los Angeles,Pineapple guava,313,No info on height
Los Angeles,Pink bottle tree,10,No info on height
Los Angeles,Pink crape myrtle,612,No info on height
Los Angeles,Pink flowering gum,1,No info on height
Los Angeles,Pink flowering locust,56,No info on height
Los Angeles,Pink flowering tamarisk,5,No info on height
Los Angeles,Pink ironbark,1,No info on height
Los Angeles,Pink melaleuca,11,No info on height
Los Angeles,Pink powder puff,2,No info on height
Los Angeles,Pink trumpet tree,526,No info on height
Los Angeles,Pinon pine,8,No info on height
Los Angeles,Plum,727,No info on height
Los Angeles,Plume albizia,30,No info on height
Los Angeles,Plume cedar,1,No info on height
Los Angeles,Plume scarlet,8,No info on height
Los Angeles,Poinsettia,4,No info on height
Los Angeles,Pomegranate,184,No info on height
Los Angeles,Ponderosa pine,7,No info on height
Los Angeles,Ponytail palm,12,No info on height
Los Angeles,Poplar,15,No info on height
Los Angeles,Port orford cedar,2,No info on height
Los Angeles,Portugal laurel,2,No info on height
Los Angeles,Potato tree,10,No info on height
Los Angeles,Primrose tree,123,No info on height
Los Angeles,Princess tree,22,No info on height
Los Angeles,Purple hopseed,61,No info on height
Los Angeles,Purple orchid tree,600,No info on height
Los Angeles,Pussy willow,28,No info on height
Los Angeles,Pygmy date palm,173,No info on height
Los Angeles,Queen palm,10696,No info on height
Los Angeles,Queensland grevillea,2,No info on height
Los Angeles,Queensland kauri,2,No info on height
Los Angeles,Queensland nut,20,No info on height
Los Angeles,Queensland pittosporum,1255,No info on height
Los Angeles,Queensland umbrella tree,23,No info on height
Los Angeles,Quince tree,5,No info on height
Los Angeles,Raywood ash,54,No info on height
Los Angeles,Red alder,4,No info on height
Los Angeles,Red bay,9,No info on height
Los Angeles,Red clusterberry,14,No info on height
Los Angeles,Red crape myrtle,167,No info on height
Los Angeles,Red fir,3,No info on height
Los Angeles,Red flowering gum,2179,No info on height
Los Angeles,Red gum,1313,No info on height
Los Angeles,Red ironbark,1207,No info on height
Los Angeles,Red mahogany,2,No info on height
Los Angeles,Red maple,15,No info on height
Los Angeles,Red mulberry,35,No info on height
Los Angeles,Red oak,92,No info on height
Los Angeles,Red spruce,1,No info on height
Los Angeles,Red willow,6,No info on height
Los Angeles,Redbud,40,No info on height
Los Angeles,Rigidleaf melaleuca,461,No info on height
Los Angeles,River birch,17,No info on height
Los Angeles,Rose apple,1,No info on height
Los Angeles,Rose gum,3,No info on height
Los Angeles,Roundleaf sweetgum,44,No info on height
Los Angeles,Rubber tree,658,No info on height
Los Angeles,Russian olive,4,No info on height
Los Angeles,Sago palm,113,No info on height
Los Angeles,Salty gum,151,No info on height
Los Angeles,Sand pear,34,No info on height
Los Angeles,Sandankwa viburnum,9,No info on height
Los Angeles,Santa cruz island ironwood,9,No info on height
Los Angeles,Saucer magnolia,358,No info on height
Los Angeles,Sawtooth zelkova,940,No info on height
Los Angeles,Scarlet bottlebrush,5792,No info on height
Los Angeles,Scarlet oak,4,No info on height
Los Angeles,Scented gum lemon,1166,No info on height
Los Angeles,Scotch pine,37,No info on height
Los Angeles,Senegal palm,49,No info on height
Los Angeles,Shamel ash,6899,No info on height
Los Angeles,Sharon of rose,75,No info on height
Los Angeles,Shoestring acacia,1,No info on height
Los Angeles,Shore pine,12,No info on height
Los Angeles,Siberian elm,5536,No info on height
Los Angeles,Silk oak,1637,No info on height
Los Angeles,Silk tree,352,No info on height
Los Angeles,Silver dollar gum,2005,No info on height
Los Angeles,Silver dollar tree,190,No info on height
Los Angeles,Silver maple,1371,No info on height
Los Angeles,Silver saw palm,1,No info on height
Los Angeles,Silver tree,1,No info on height
Los Angeles,Silver wattle,72,No info on height
Los Angeles,Singleleaf pinyon pine,1,No info on height
Los Angeles,Siris tree,5,No info on height
Los Angeles,Sky flower,1,No info on height
Los Angeles,Smallleaf sweetgum,8,No info on height
Los Angeles,Smoke tree,4,No info on height
Los Angeles,So. california black walnut,3706,No info on height
Los Angeles,Soapbark tree,24,No info on height
Los Angeles,Sour cherry,2,No info on height
Los Angeles,Sour orange,4,No info on height
Los Angeles,Southern live oak,95,No info on height
Los Angeles,Southern magnolia,30988,No info on height
Los Angeles,Spanish chestnut,10,No info on height
Los Angeles,Spanish dagger,2441,No info on height
Los Angeles,Spanish fir,3,No info on height
Los Angeles,Spanish red oak,2,No info on height
Los Angeles,Spindle tree,3,No info on height
Los Angeles,Spotted gum,67,No info on height
Los Angeles,Star magnolia,9,No info on height
Los Angeles,Stiff bottlebrush,19,No info on height
Los Angeles,Stone fruit species,132,No info on height
Los Angeles,Strawberry guava,37,No info on height
Los Angeles,Strawberry tree,208,No info on height
Los Angeles,Stribling fruitless mulberry,9,No info on height
Los Angeles,Stump,8322,No info on height
Los Angeles,Sugar bush,19,No info on height
Los Angeles,Sugar gum,521,No info on height
Los Angeles,Sugar maple,5,No info on height
Los Angeles,Swamp mahogony,1218,No info on height
Los Angeles,Sweet bay,98,No info on height
Los Angeles,Sweet bay magnolia,5,No info on height
Los Angeles,Sweet cherry,19,No info on height
Los Angeles,Sweet hakea,14,No info on height
Los Angeles,Sweetshade,570,No info on height
Los Angeles,Swiss mountain pine,10,No info on height
Los Angeles,Sydney golden wattle,441,No info on height
Los Angeles,Taiwan cherry,7,No info on height
Los Angeles,Tanbark oak,4,No info on height
Los Angeles,Tangerine,80,No info on height
Los Angeles,Tarata,8,No info on height
Los Angeles,Tea tree,45,No info on height
Los Angeles,Tecate cypress,9,No info on height
Los Angeles,Texas palmetto,2,No info on height
Los Angeles,Texas umbrella tree,41,No info on height
Los Angeles,Thornless honey locust,198,No info on height
Los Angeles,Thorny elaeagnus,2,No info on height
Los Angeles,Tipu,712,No info on height
Los Angeles,Titoki,1,No info on height
Los Angeles,Tomlinson ash,22,No info on height
Los Angeles,Torrey pine,129,No info on height
Los Angeles,Toyon,326,No info on height
Los Angeles,Tree aloe,3,No info on height
Los Angeles,Tree of heaven,1194,No info on height
Los Angeles,Tree tobacco,39,No info on height
Los Angeles,Trident maple,4,No info on height
Los Angeles,Trinidad flame bush,3,No info on height
Los Angeles,Tulip tree,2924,No info on height
Los Angeles,Tupidanthus,12,No info on height
Los Angeles,Urchin tree sea,1,No info on height
Los Angeles,Vacant planting well,4567,No info on height
Los Angeles,Vacant/inadequate spacing,3220,No info on height
Los Angeles,Vacant/ok to replant,1346,No info on height
Los Angeles,Vacant/prop. owner objects,264,No info on height
Los Angeles,Valley oak,210,No info on height
Los Angeles,Victorian box,7693,No info on height
Los Angeles,Virginia live oak,150,No info on height
Los Angeles,Walnut species,131,No info on height
Los Angeles,Washington thorn,6,No info on height
Los Angeles,Watermelon red crape myrtle,147,No info on height
Los Angeles,Weeping bottle brush,1384,No info on height
Los Angeles,Weeping fig,6625,No info on height
Los Angeles,Weeping mulberry,9,No info on height
Los Angeles,Weeping myall,28,No info on height
Los Angeles,Weeping willow,261,No info on height
Los Angeles,Western catalpa,1185,No info on height
Los Angeles,Western hackberry,32,No info on height
Los Angeles,Western red cedar,24,No info on height
Los Angeles,Western redbud,140,No info on height
Los Angeles,White alder,736,No info on height
Los Angeles,White basswood,2,No info on height
Los Angeles,White birch,3153,No info on height
Los Angeles,White bottle brush,2,No info on height
Los Angeles,White bottlebrush,3,No info on height
Los Angeles,White crape myrtle,76,No info on height
Los Angeles,White gum mealy,35,No info on height
Los Angeles,White ironbark,166,No info on height
Los Angeles,White mulberry,5606,No info on height
Los Angeles,White orchid tree,52,No info on height
Los Angeles,White peppermint,3,No info on height
Los Angeles,White pine,2,No info on height
Los Angeles,White popinac,58,No info on height
Los Angeles,White poplar,22,No info on height
Los Angeles,White sapote,123,No info on height
Los Angeles,White willow,2,No info on height
Los Angeles,Willow,61,No info on height
Los Angeles,Willow acacia,35,No info on height
Los Angeles,Willow pittosporum,34,No info on height
Los Angeles,Wilson holly,308,No info on height
Los Angeles,Windmill palm,1824,No info on height
Los Angeles,Woolly senna,18,No info on height
Los Angeles,Xylosma,346,No info on height
Los Angeles,Yate,7,No info on height
Los Angeles,Yellow oleander,21,No info on height
Los Angeles,Yew pine,3908,No info on height
Los Angeles,Yoshino flowering cherry,20,No info on height
Los Angeles,ok to plant vacant,113631,No info on height
Louisville,Allegheny chinquapin,1,No info on height
Louisville,Allegheny serviceberry,10,No info on height
Louisville,American arborvitae,100,No info on height
Louisville,American beech,568,No info on height
Louisville,American chestnut,16,No info on height
Louisville,American elm,463,No info on height
Louisville,American filbert,2,No info on height
Louisville,American holly,196,No info on height
Louisville,American hornbeam,192,No info on height
Louisville,American plum,4,No info on height
Louisville,American smoketree,19,No info on height
Louisville,American sycamore,802,No info on height
Louisville,American yellowwood,314,No info on height
Louisville,Amur maackia,5,No info on height
Louisville,Amur maple,38,No info on height
Louisville,Austrian pine,68,No info on height
Louisville,Autum splendor buckeye,28,No info on height
Louisville,Autumn brilliance serviceberr,17,No info on height
Louisville,Bald cypress,319,No info on height
Louisville,Basswood,186,No info on height
Louisville,Bebb's oak,4,No info on height
Louisville,Bhutan pine,1,No info on height
Louisville,Bigleaf magnolia,3,No info on height
Louisville,Bitternut hickory,65,No info on height
Louisville,Black ash,4,No info on height
Louisville,Black cherry,746,No info on height
Louisville,Black hickory,6,No info on height
Louisville,Black locust,575,No info on height
Louisville,Black maple,8,No info on height
Louisville,Black oak,133,No info on height
Louisville,Black walnut,653,No info on height
Louisville,Black willow,16,No info on height
Louisville,Blackgum,424,No info on height
Louisville,Blackhaw viburnum,12,No info on height
Louisville,Blackjack oak,42,No info on height
Louisville,Blue ash,53,No info on height
Louisville,Bosnian pine,1,No info on height
Louisville,Boxelder,118,No info on height
Louisville,Bulgarian fir,11,No info on height
Louisville,Bur oak,495,No info on height
Louisville,Butternut,45,No info on height
Louisville,Callery pear,387,No info on height
Louisville,Canadian hemlock,51,No info on height
Louisville,Canadian red chokecherry,3,No info on height
Louisville,Canadian serviceberry,143,No info on height
Louisville,Carolina buckthorn,20,No info on height
Louisville,Carolina hemlock,2,No info on height
Louisville,Carolina silverbell,23,No info on height
Louisville,Caucasian maple,2,No info on height
Louisville,Cedar of lebanon,6,No info on height
Louisville,Cherry,11,No info on height
Louisville,Cherry plum,4,No info on height
Louisville,Cherrybark oak,121,No info on height
Louisville,Chestnut oak,140,No info on height
Louisville,Chinese chestnut,8,No info on height
Louisville,Chinese elm,104,No info on height
Louisville,Chinese fringetree,11,No info on height
Louisville,Chinese maackia,1,No info on height
Louisville,Chinese pistache,2,No info on height
Louisville,Chinkapin oak,311,No info on height
Louisville,Colorado blue spruce,68,No info on height
Louisville,Common hackberry,1086,No info on height
Louisville,Common persimmon,204,No info on height
Louisville,Common winterberry,1,No info on height
Louisville,Corkscrew willow,1,No info on height
Louisville,Cornelian cherry dogwood,70,No info on height
Louisville,Cottonwood,182,No info on height
Louisville,Crabapple,461,No info on height
Louisville,Crepe myrtle,20,No info on height
Louisville,Cucumber magnolia,136,No info on height
Louisville,Daimyo oak,6,No info on height
Louisville,Dawn redwood,127,No info on height
Louisville,Deciduous camellia,3,No info on height
Louisville,Dogwood,21,No info on height
Louisville,Eastern hophornbeam,110,No info on height
Louisville,Eastern red cedar,604,No info on height
Louisville,Elisabeth magnolia,2,No info on height
Louisville,Engelmann spruce,1,No info on height
Louisville,English elm,2,No info on height
Louisville,English oak,17,No info on height
Louisville,English walnut,3,No info on height
Louisville,European beech,15,No info on height
Louisville,European hornbeam,17,No info on height
Louisville,European pear,26,No info on height
Louisville,Fastigiate cottonwood,15,No info on height
Louisville,Flowering dogwood,489,No info on height
Louisville,Foster holly,1,No info on height
Louisville,Fragrant epaulette tree,2,No info on height
Louisville,Fragrant snowbell,13,No info on height
Louisville,Franklin tree,20,No info on height
Louisville,Fraser fir,3,No info on height
Louisville,Freeman maple,14,No info on height
Louisville,Ft mcnair buckeye,4,No info on height
Louisville,Galaxy magnolia,15,No info on height
Louisville,Ginkgo,132,No info on height
Louisville,Golden larch,2,No info on height
Louisville,Goldenrain tree,21,No info on height
Louisville,Green ash,1404,No info on height
Louisville,Green giant arborvite,16,No info on height
Louisville,Grey alder,1,No info on height
Louisville,Hawthorn,203,No info on height
Louisville,Heaven of tree,53,No info on height
Louisville,Hedge maple,9,No info on height
Louisville,Henry's maple,1,No info on height
Louisville,Heritage oak,9,No info on height
Louisville,Hican,6,No info on height
Louisville,Hickory,4,No info on height
Louisville,Honeylocust,179,No info on height
Louisville,Horse chestnut,10,No info on height
Louisville,Hybrid elm,1,No info on height
Louisville,Hybrid witch hazel,8,No info on height
Louisville,Incense cedar,1,No info on height
Louisville,Japanese cornelian cherry,10,No info on height
Louisville,Japanese flowering cherry,15,No info on height
Louisville,Japanese maple,11,No info on height
Louisville,Japanese pagoda tree,6,No info on height
Louisville,Japanese snowbell tree,10,No info on height
Louisville,Japanese tree lilac,24,No info on height
Louisville,Japanese umbrella pine,1,No info on height
Louisville,Japanese zelkova,80,No info on height
Louisville,Kentucky coffee tree,400,No info on height
Louisville,Kimberly oak,1,No info on height
Louisville,Kindred spirit oak,14,No info on height
Louisville,Kobushi magnolia,1,No info on height
Louisville,Konara oak,1,No info on height
Louisville,Korean evodia,2,No info on height
Louisville,Korean fir,5,No info on height
Louisville,Korean pine,1,No info on height
Louisville,Kousa dogwood,59,No info on height
Louisville,Koyama's spruce,1,No info on height
Louisville,Lacebark pine,2,No info on height
Louisville,Littleleaf linden,122,No info on height
Louisville,Live oak,5,No info on height
Louisville,Loblolly pine,133,No info on height
Louisville,Lois magnolia,1,No info on height
Louisville,London plane tree,131,No info on height
Louisville,Magnolia,77,No info on height
Louisville,Mimosa,1,No info on height
Louisville,Miyabe maple,2,No info on height
Louisville,Mockernut hickory,54,No info on height
Louisville,Nikko fir,14,No info on height
Louisville,Nootka cypress,1,No info on height
Louisville,Nordmann fir,11,No info on height
Louisville,Northern catalpa,243,No info on height
Louisville,Northern pin oak,96,No info on height
Louisville,Northern red oak,805,No info on height
Louisville,Norway maple,27,No info on height
Louisville,Norway spruce,385,No info on height
Louisville,Nuttall oak,50,No info on height
Louisville,Ohio buckeye,51,No info on height
Louisville,Oriental spruce,13,No info on height
Louisville,Osage orange,311,No info on height
Louisville,Overcup oak,341,No info on height
Louisville,Pagoda dogwood,2,No info on height
Louisville,Paper mulberry,9,No info on height
Louisville,Paperbark maple,7,No info on height
Louisville,Paw paw,54,No info on height
Louisville,Peach tree,10,No info on height
Louisville,Pecan,153,No info on height
Louisville,Persian parrotia,25,No info on height
Louisville,Pignut hickory,71,No info on height
Louisville,Pin oak,1678,No info on height
Louisville,Pond cypress,70,No info on height
Louisville,Post oak,41,No info on height
Louisville,Quaking aspen,5,No info on height
Louisville,Red buckeye,2,No info on height
Louisville,Red maple,1538,No info on height
Louisville,Red mulberry,4,No info on height
Louisville,Redbud,605,No info on height
Louisville,Regal prince oak,15,No info on height
Louisville,River birch,244,No info on height
Louisville,Roughleaf dogwood,8,No info on height
Louisville,Royal paulownia,1,No info on height
Louisville,Sassafras,124,No info on height
Louisville,Saucer magnolia,40,No info on height
Louisville,Sawtooth oak,206,No info on height
Louisville,Scarlet red oak,431,No info on height
Louisville,Serbian spruce,1,No info on height
Louisville,Shagbark hickory,94,No info on height
Louisville,Shandong maple,3,No info on height
Louisville,Sharon of rose,4,No info on height
Louisville,Shellbark hickory,44,No info on height
Louisville,Shingle oak,376,No info on height
Louisville,Shortleaf pine,44,No info on height
Louisville,Shumard red oak,385,No info on height
Louisville,Siberian elm,187,No info on height
Louisville,Siebold viburnum,6,No info on height
Louisville,Silky dogwood,2,No info on height
Louisville,Silver linden,7,No info on height
Louisville,Silver maple,535,No info on height
Louisville,Slippery elm,84,No info on height
Louisville,Smoketree,9,No info on height
Louisville,Sourwood,5,No info on height
Louisville,Southern catalpa,2,No info on height
Louisville,Southern magnolia,28,No info on height
Louisville,Southern red oak,37,No info on height
Louisville,Southwestern white pine,1,No info on height
Louisville,Star magnolia,3,No info on height
Louisville,Sugar hackberry,49,No info on height
Louisville,Sugar maple,1810,No info on height
Louisville,Swamp chestnut oak,103,No info on height
Louisville,Swamp cottonwood,2,No info on height
Louisville,Swamp white oak,730,No info on height
Louisville,Sweet birch,23,No info on height
Louisville,Sweetbay magnolia,123,No info on height
Louisville,Sweetgum,834,No info on height
Louisville,Swiss stone pine,1,No info on height
Louisville,Tamarack,1,No info on height
Louisville,Taxus,23,No info on height
Louisville,Texas red oak,4,No info on height
Louisville,Tree amur cork,2,No info on height
Louisville,Tree lilac,11,No info on height
Louisville,Tulip poplar,997,No info on height
Louisville,Turkish filbert,1,No info on height
Louisville,Umbrella magnolia,23,No info on height
Louisville,Veitch's fir,3,No info on height
Louisville,Virginia pine,256,No info on height
Louisville,Water hickory,7,No info on height
Louisville,Water oak,60,No info on height
Louisville,Water tupelo,14,No info on height
Louisville,Weeping cherry,12,No info on height
Louisville,Weeping willow,14,No info on height
Louisville,Western arborvitae,4,No info on height
Louisville,White ash,773,No info on height
Louisville,White fir,7,No info on height
Louisville,White fringe tree,57,No info on height
Louisville,White mulberry,439,No info on height
Louisville,White oak,450,No info on height
Louisville,White pine,702,No info on height
Louisville,White spruce,3,No info on height
Louisville,Willow oak,243,No info on height
Louisville,Winged elm,5,No info on height
Louisville,Winged sumac,1,No info on height
Louisville,Winter king hawthorn,14,No info on height
Louisville,Witch hazel,22,No info on height
Louisville,Yellow buckeye,210,No info on height
Louisville,Yellowbird magnolia,7,No info on height
Louisville,Yoshino cherry,21,No info on height
Lutz,Live oak,1,No info on height
Madison,American basswood,2931,No info on height
Madison,American beech,2,No info on height
Madison,American elm,253,No info on height
Madison,Amur chokecherry,15,No info on height
Madison,Amur maackia,10,No info on height
Madison,Amur maple,605,No info on height
Madison,Apple,74,No info on height
Madison,Arborvitae,452,No info on height
Madison,Ash,203,No info on height
Madison,Ash european mountain,6,No info on height
Madison,Ash mountain,18,No info on height
Madison,Austrian pine,235,No info on height
Madison,Baldcypress,5,No info on height
Madison,Balsam fir,16,No info on height
Madison,Bigtooth aspen,2,No info on height
Madison,Birch,18,No info on height
Madison,Bitternut hickory,5,No info on height
Madison,Black ash,5,No info on height
Madison,Black cherry,141,No info on height
Madison,Black locust,176,No info on height
Madison,Black maple,74,No info on height
Madison,Black oak,23,No info on height
Madison,Black walnut,324,No info on height
Madison,Blue ash,122,No info on height
Madison,Boxelder,159,No info on height
Madison,Buckthorn,56,No info on height
Madison,Bur oak,355,No info on height
Madison,Butternut,4,No info on height
Madison,Canada plum,3,No info on height
Madison,Catalpa,33,No info on height
Madison,Cherry,6,No info on height
Madison,Cherry and plum,121,No info on height
Madison,Chestnut,2,No info on height
Madison,Chinese elm,1,No info on height
Madison,Chinkapin oak,60,No info on height
Madison,Cockspur hawthorn,67,No info on height
Madison,Colorado spruce,211,No info on height
Madison,Common persimmon,3,No info on height
Madison,Cornelian cherry,2,No info on height
Madison,Cottonwood,96,No info on height
Madison,Crab apple,1891,No info on height
Madison,Crabapple,643,No info on height
Madison,Dawn redwood,1,No info on height
Madison,Dogwood,8,No info on height
Madison,Eastern hemlock,15,No info on height
Madison,Eastern redcedar,72,No info on height
Madison,Elm,1804,No info on height
Madison,Elm (hybrid),1478,No info on height
Madison,English oak,70,No info on height
Madison,European ash,755,No info on height
Madison,European beech var.,3,No info on height
Madison,European larch,7,No info on height
Madison,Fir,5,No info on height
Madison,Fir douglas,24,No info on height
Madison,Freeman maple,2236,No info on height
Madison,Ginkgo,547,No info on height
Madison,Green ash,17377,No info on height
Madison,Hackberry,2667,No info on height
Madison,Hawthorn,217,No info on height
Madison,Hickory,21,No info on height
Madison,Honeylocust,3390,No info on height
Madison,Honeylocust var.,9919,No info on height
Madison,Hornbeam,13,No info on height
Madison,Horsechestnut,129,No info on height
Madison,Ironwood,175,No info on height
Madison,Japanese tree lilac,1779,No info on height
Madison,Juniper,68,No info on height
Madison,Katsura tree,15,No info on height
Madison,Kentucky coffeetree,788,No info on height
Madison,Lilac,54,No info on height
Madison,Linden,4969,No info on height
Madison,Littleleaf linden,3894,No info on height
Madison,London planetree,97,No info on height
Madison,Magnolia,20,No info on height
Madison,Maple,212,No info on height
Madison,Miyabei maple,847,No info on height
Madison,Mulberry,84,No info on height
Madison,Musclewood,10,No info on height
Madison,Northern catalpa,37,No info on height
Madison,Northern pin oak,22,No info on height
Madison,Norway maple,20918,No info on height
Madison,Norway spruce,103,No info on height
Madison,Oak,16,No info on height
Madison,Ohio buckeye,12,No info on height
Madison,Olive russian,7,No info on height
Madison,Pagoda dogwood,17,No info on height
Madison,Paper birch,141,No info on height
Madison,Pear,778,No info on height
Madison,Pear  callery,449,No info on height
Madison,Pin cherry,9,No info on height
Madison,Pin oak,97,No info on height
Madison,Pine,20,No info on height
Madison,Ponderosa pine,5,No info on height
Madison,Poplar,7,No info on height
Madison,Poplar yellow,5,No info on height
Madison,Quaking aspen,11,No info on height
Madison,Red elm,47,No info on height
Madison,Red maple,261,No info on height
Madison,Red mulberry,3,No info on height
Madison,Red oak,349,No info on height
Madison,Red pine,69,No info on height
Madison,Redbud,76,No info on height
Madison,River birch,29,No info on height
Madison,Rock elm,5,No info on height
Madison,Sargent cherry,2,No info on height
Madison,Schuettes oak,38,No info on height
Madison,Scotch pine,52,No info on height
Madison,Serviceberry,347,No info on height
Madison,Shagbark hickory,158,No info on height
Madison,Siberian elm,304,No info on height
Madison,Silver linden,5,No info on height
Madison,Silver maple,1677,No info on height
Madison,Spruce,39,No info on height
Madison,Stump,227,No info on height
Madison,Sugar maple,1893,No info on height
Madison,Swamp white oak,353,No info on height
Madison,Sweetgum,1,No info on height
Madison,Sycamore,22,No info on height
Madison,Tamarack (native),5,No info on height
Madison,Tatarian maple,208,No info on height
Madison,Turkish filbert,184,No info on height
Madison,Unknown,33,No info on height
Madison,Vacant,1,No info on height
Madison,Walnut,1,No info on height
Madison,White ash,2977,No info on height
Madison,White fir,8,No info on height
Madison,White mulberry,12,No info on height
Madison,White oak,414,No info on height
Madison,White pine,138,No info on height
Madison,White poplar,12,No info on height
Madison,White spruce,208,No info on height
Madison,Willow,20,No info on height
Madison,Yellowwood,1,No info on height
Madison,Yew,9,No info on height
Miami,Aloe yucca,2,No info on height
Miami,Areca palm,14,No info on height
Miami,Australian pine,6,No info on height
Miami,Autograph tree,3,No info on height
Miami,Avocado,5,No info on height
Miami,Bald cypress,1,No info on height
Miami,Baldcypress,4,No info on height
Miami,Barbados of pride,1,No info on height
Miami,Bauhinia,1,No info on height
Miami,Benjamin fig,13,No info on height
Miami,Bismarckia palm,4,No info on height
Miami,Bitterbush,6,No info on height
Miami,Black olive,4,No info on height
Miami,Bottle palm,4,No info on height
Miami,Bougainvillea,9,No info on height
Miami,Boxleaf stopper,1,No info on height
Miami,Brazilian pepper,5,No info on height
Miami,Burmese fishtail palm,1,No info on height
Miami,Butterbough,1,No info on height
Miami,Button mangrove,2,No info on height
Miami,Cabbage palmetto,41,No info on height
Miami,Calophyllum,1,No info on height
Miami,Canafistula,1,No info on height
Miami,Carrotwood,1,No info on height
Miami,Cassia,1,No info on height
Miami,Ceiba,1,No info on height
Miami,Cherimoya,1,No info on height
Miami,Chinese fan palm,3,No info on height
Miami,Chinese hibiscus,2,No info on height
Miami,Christmas palm,2,No info on height
Miami,Citrus,3,No info on height
Miami,Coconut palm,28,No info on height
Miami,Common guava,1,No info on height
Miami,Common screwpine,1,No info on height
Miami,Council tree,1,No info on height
Miami,Cure for all,1,No info on height
Miami,Custard apple,1,No info on height
Miami,Darlington oak,2,No info on height
Miami,Doveplum,22,No info on height
Miami,Dracaena,19,No info on height
Miami,Dwarf umbrella tree,6,No info on height
Miami,Dypsis,1,No info on height
Miami,Edible banana,33,No info on height
Miami,Ficus macrocarpa,1,No info on height
Miami,Fiddle leaf fig,2,No info on height
Miami,Fig,1,No info on height
Miami,Fishtail palm,1,No info on height
Miami,Florida fishpoision tree,6,No info on height
Miami,Florida poisontree,2,No info on height
Miami,Florida strangler fig,2,No info on height
Miami,Foxtail palm,3,No info on height
Miami,Fragrant dracaena,2,No info on height
Miami,Frangipani,5,No info on height
Miami,Garden croton,4,No info on height
Miami,Geranium aralia,5,No info on height
Miami,Grapefruit,1,No info on height
Miami,Gumbo limbo,13,No info on height
Miami,Jessamine orange,1,No info on height
Miami,Lagerstroemia,2,No info on height
Miami,Lancewood,32,No info on height
Miami,Laurel oak,1,No info on height
Miami,Leadwood,1,No info on height
Miami,Lemon,1,No info on height
Miami,Lime,1,No info on height
Miami,Macadamia nut,1,No info on height
Miami,Malabar plum,1,No info on height
Miami,Mango,23,No info on height
Miami,Manilla palm,34,No info on height
Miami,Marlberry,1,No info on height
Miami,Ming aralia,1,No info on height
Miami,Mombin,2,No info on height
Miami,Murraya,1,No info on height
Miami,Naseberry,1,No info on height
Miami,Norfolk island pine,1,No info on height
Miami,Oak,1,No info on height
Miami,Orange,1,No info on height
Miami,Orchid tree,1,No info on height
Miami,Oysterwood,1,No info on height
Miami,Pale lidflower,4,No info on height
Miami,Papaya,9,No info on height
Miami,Paradise tree,9,No info on height
Miami,Peregrina,1,No info on height
Miami,Plum pine,1,No info on height
Miami,Plumeria,1,No info on height
Miami,Ponytail palm,1,No info on height
Miami,Punk tree,4,No info on height
Miami,Pygmy date palm,17,No info on height
Miami,Queens crapemyrtle,6,No info on height
Miami,Quercus virginiana,20,No info on height
Miami,Red beadtree,2,No info on height
Miami,Red maple,1,No info on height
Miami,Redberry stopper,34,No info on height
Miami,Rosemallow,9,No info on height
Miami,Rourea,1,No info on height
Miami,Royal palm,19,No info on height
Miami,Royal poinciana,2,No info on height
Miami,Rubber plant,3,No info on height
Miami,Sandbox tree,1,No info on height
Miami,Sapodilla,2,No info on height
Miami,Saw palmetto,7,No info on height
Miami,Scarlet jungleflame,4,No info on height
Miami,Schefflera,7,No info on height
Miami,Screwpine,1,No info on height
Miami,Sea grape,5,No info on height
Miami,Seifrizs chamaedorea,1,No info on height
Miami,Shooting star,6,No info on height
Miami,Sideroxylon foetidissimum,11,No info on height
Miami,Slash pine,46,No info on height
Miami,Southern magnolia,1,No info on height
Miami,Spanish lime,1,No info on height
Miami,Sugar apple,3,No info on height
Miami,Surinam cherry,5,No info on height
Miami,Sweetgale,1,No info on height
Miami,Sweetpotato cactus,3,No info on height
Miami,Syagrus,16,No info on height
Miami,Syzygium,1,No info on height
Miami,Tangerine,2,No info on height
Miami,Tears angels,1,No info on height
Miami,Thunbergia,1,No info on height
Miami,Toog,3,No info on height
Miami,Travelers tree,22,No info on height
Miami,Tree  trumpet,2,No info on height
Miami,Tuna cactus,1,No info on height
Miami,Weeping bottlebrush,1,No info on height
Miami,West indian mahogany,3,No info on height
Miami,White lead tree,1,No info on height
Miami,White stopper,10,No info on height
Miami,Willow bustic,2,No info on height
