city,common_name,count,mean_h
Greendale,Maple,1,No info on height
Greendale,Mugo pine,1,No info on height
Greendale,Musclewood,1,No info on height
Greendale,Norway maple,4,No info on height
Greendale,Norway spruce,5,No info on height
Greendale,Paper birch,1,No info on height
Greendale,Ponderosa pine,3,No info on height
Greendale,Red maple,1,No info on height
Greendale,Red oak,12,No info on height
Greendale,Red pine,17,No info on height
Greendale,Scots pine,16,No info on height
Greendale,Shagbark hickory,1,No info on height
Greendale,Silver maple,2,No info on height
Greendale,Sugar maple,12,No info on height
Greendale,Swamp white oak,4,No info on height
Greendale,Sycamore,1,No info on height
Greendale,Tamarack,3,No info on height
Greendale,Tilia,2,No info on height
Greendale,White ash,8,No info on height
Greendale,White spruce,3,No info on height
Greendale,Willow,1,No info on height
Greenfield,American (basswood) linden,17,No info on height
Greenfield,American beech,2,No info on height
Greenfield,American elm,2,No info on height
Greenfield,Amur maple,2,No info on height
Greenfield,Arborvitae,8,No info on height
Greenfield,Ash,4,No info on height
Greenfield,Black walnut,7,No info on height
Greenfield,Blue spruce,2,No info on height
Greenfield,Bur oak,2,No info on height
Greenfield,Catalpa,1,No info on height
Greenfield,Common hackberry,18,No info on height
Greenfield,Crabapple,18,No info on height
Greenfield,Dawn redwood,1,No info on height
Greenfield,Eastern redcedar,16,No info on height
Greenfield,Elm,2,No info on height
Greenfield,Freeman maple,6,No info on height
Greenfield,Green ash,26,No info on height
Greenfield,Hawthorn,18,No info on height
Greenfield,Honeylocust,22,No info on height
Greenfield,Kentucky coffeetree,1,No info on height
Greenfield,Littleleaf linden,8,No info on height
Greenfield,Maple,1,No info on height
Greenfield,Norway maple,25,No info on height
Greenfield,Norway spruce,6,No info on height
Greenfield,Ponderosa pine,3,No info on height
Greenfield,Red maple,1,No info on height
Greenfield,Red oak,26,No info on height
Greenfield,Red pine,9,No info on height
Greenfield,Spruce,13,No info on height
Greenfield,Sugar maple,61,No info on height
Greenfield,Swamp white oak,6,No info on height
Greenfield,Tilia,1,No info on height
Greenfield,White ash,11,No info on height
Greenfield,White oak,25,No info on height
Greenfield,Willow,1,No info on height
Greensboro,Adam's needle,3,No info on height
Greensboro,Alabama snow wreath,1,No info on height
Greensboro,Alder mountain witch,1,No info on height
Greensboro,Alligator juniper,2,No info on height
Greensboro,American beech,3,No info on height
Greensboro,American elderberry,1,No info on height
Greensboro,American elm,3,No info on height
Greensboro,American hazelnut,1,No info on height
Greensboro,American holly,14,No info on height
Greensboro,American hornbeam,2,No info on height
Greensboro,American snowbell,1,No info on height
Greensboro,Amur cork tree,1,No info on height
Greensboro,Amur honeysuckle,2,No info on height
Greensboro,Amur maackia,1,No info on height
Greensboro,Apache pine,1,No info on height
Greensboro,Apple,19,7.834728947368421
Greensboro,Arborvitae,30,6.499797
Greensboro,Arizona cypress,1,No info on height
Greensboro,Arizona pine,1,No info on height
Greensboro,Arizona pine?,1,No info on height
Greensboro,Ash,53,5.54967358490566
Greensboro,Asian spicebush,2,No info on height
Greensboro,Aspen,3,5.458823333333334
Greensboro,Atlantic white cedar,1,No info on height
Greensboro,Atlas cedar,2,No info on height
Greensboro,Autumn olive,1,No info on height
Greensboro,Bald cypress,8,2.04782375
Greensboro,Banana shrub,1,No info on height
Greensboro,Basswood,2,8.06381
Greensboro,Bastard white oak,1,No info on height
Greensboro,Bay ?,1,8.09536
Greensboro,Bay magnolia sweet,8,No info on height
Greensboro,Beautyberry,4,No info on height
Greensboro,Bee tree bee,1,No info on height
Greensboro,Bigfruit crab apple,1,No info on height
Greensboro,Bigleaf magnolia,1,No info on height
Greensboro,Biltmore white ash,2,No info on height
Greensboro,Birchleaf spiraea,2,No info on height
Greensboro,Bird cherry,1,No info on height
Greensboro,Bitternut hickory,3,No info on height
Greensboro,Black cherry,122,5.391288852459017
Greensboro,Black locust,12,6.856248333333333
Greensboro,Black oak,6,2.823536666666667
Greensboro,Black poplar,1,No info on height
Greensboro,Black walnut,220,5.861817772727273
Greensboro,Black willow,1,No info on height
Greensboro,Blackgum,16,3.603256875
Greensboro,Blackhaw,2,No info on height
Greensboro,Blackjack oak,1,No info on height
Greensboro,Bladdernut,7,8.348315714285715
Greensboro,Blue eastern red cedar,3,No info on height
Greensboro,Blue spruce,2,8.2274
Greensboro,Bluejack oak,1,No info on height
Greensboro,Border forsythia,6,No info on height
Greensboro,Bottlebrush buckeye,2,No info on height
Greensboro,Box elder,19,4.37069947368421
Greensboro,Boxwood,11,No info on height
Greensboro,Bradford pear,87,5.167966206896552
Greensboro,Buckeye,3,2.8554033333333333
Greensboro,Buckthorn bully,1,No info on height
Greensboro,Bur oak,2,No info on height
Greensboro,Butterfly bush,1,No info on height
Greensboro,Camellia,4,No info on height
Greensboro,Carolina allspice,1,No info on height
Greensboro,Carolina buckthorn,2,No info on height
Greensboro,Carolina silverbell,1,No info on height
Greensboro,Catalpa,41,6.196035365853659
Greensboro,Caucasian spruce,1,No info on height
Greensboro,Cedar elm,1,No info on height
Greensboro,Cedar of lebanon,1,No info on height
Greensboro,Chalk maple,1,No info on height
Greensboro,Cherry,60,7.8492688333333325
Greensboro,Cherry carolina laurel,4,No info on height
Greensboro,Cherry laurel,2,No info on height
Greensboro,Cherrybark oak,4,2.043615
Greensboro,Chestnut oak,2,4.018455
Greensboro,China fir,4,8.2279525
Greensboro,Chinaberry,8,7.221086250000001
Greensboro,Chinaberry tree,2,No info on height
Greensboro,Chindo viburnum,2,No info on height
Greensboro,Chinese chestnut,1,8.35087
Greensboro,Chinese elm,19,8.209781578947368
Greensboro,Chinese evergreen oak,2,No info on height
Greensboro,Chinese fir,4,No info on height
Greensboro,Chinese flame tree,2,No info on height
Greensboro,Chinese fringe flower,3,No info on height
Greensboro,Chinese fringe tree,1,No info on height
Greensboro,Chinese holly,2,No info on height
Greensboro,Chinese parasol tree,2,No info on height
Greensboro,Chinese photinia,1,No info on height
Greensboro,Chinese pistachio,4,No info on height
Greensboro,Chinese privet,1,No info on height
Greensboro,Chinese redbud,2,No info on height
Greensboro,Chinese sweetgum,1,No info on height
Greensboro,Chinese tallow tree,1,No info on height
Greensboro,Chinese yew,1,No info on height
Greensboro,Chinquapin,2,No info on height
Greensboro,Chinquapin oak,2,No info on height
Greensboro,Cleyera,1,No info on height
Greensboro,Coastal sweet pepperbush,1,No info on height
Greensboro,Colorado blue spruce,2,No info on height
Greensboro,Common linden,6,No info on height
Greensboro,Compton oak,2,No info on height
Greensboro,Cottonwood,6,8.182013333333334
Greensboro,Crabapple,16,5.1721168749999995
Greensboro,Crape myrtle,30,No info on height
Greensboro,Crepe myrtle,713,7.151963029453016
Greensboro,Crimson norway maple,1,No info on height
Greensboro,Cucumber magnolia,3,No info on height
Greensboro,Dahoon holly,1,No info on height
Greensboro,Darlington oak,5,No info on height
Greensboro,Dawn redwood,2,No info on height
Greensboro,Deciduous magnolia,27,6.334308148148148
Greensboro,Deodar cedar,30,4.643390666666666
Greensboro,Desert willow,1,No info on height
Greensboro,Devil's walkingstick,1,No info on height
Greensboro,Devilwood,1,No info on height
Greensboro,Dogwood,228,6.493429780701755
Greensboro,Doublefile viburnum,1,No info on height
Greensboro,Drummond red maple,1,No info on height
Greensboro,Dwarf gardenia,1,No info on height
Greensboro,Dwarf loblolly pine,1,No info on height
Greensboro,Dwarf palmetto,4,No info on height
Greensboro,Dwarf southern magnolia,2,No info on height
Greensboro,Eastern hemlock,5,No info on height
Greensboro,Eastern red cedar,58,4.653654482758621
Greensboro,Eastern redbud,8,No info on height
Greensboro,Eastern swamp privet,1,No info on height
Greensboro,Eastern sycamore,7,No info on height
Greensboro,Eastern white pine,5,No info on height
Greensboro,Elm,393,5.45448641221374
Greensboro,Emily bruner holly,2,No info on height
Greensboro,English holly,1,No info on height
Greensboro,English oak,1,No info on height
Greensboro,European smoketree,1,No info on height
Greensboro,Evergreen flowering dogwood,1,No info on height
Greensboro,Evergreen wintersweet,1,No info on height
Greensboro,Fig,1,8.19785
Greensboro,Filbert,1,No info on height
Greensboro,Flame azalea,1,No info on height
Greensboro,Florida azalea,1,No info on height
Greensboro,Florida hobblebush,1,No info on height
Greensboro,Florida yew,1,No info on height
Greensboro,Flowering dogwood,20,No info on height
Greensboro,Fortune's osmanthus,1,No info on height
Greensboro,Foster holly,4,No info on height
Greensboro,Fragrant osmanthus,2,No info on height
Greensboro,Freeman maple,1,No info on height
Greensboro,Fringe tree,6,No info on height
Greensboro,Frontier hybrid elm,12,No info on height
Greensboro,Fruitless sweetgum,3,8.02425
Greensboro,Gardenia,1,No info on height
Greensboro,Georgia oak,2,No info on height
Greensboro,Ginko,7,8.119392857142858
Greensboro,Glossy abelia,6,No info on height
Greensboro,Glossy privet,2,No info on height
Greensboro,Golden rain tree,2,No info on height
Greensboro,Green ash,5,No info on height
Greensboro,Hackberry,295,5.428672406779661
Greensboro,Hardy rubber tree,1,No info on height
Greensboro,Heavenly bamboo,6,No info on height
Greensboro,Hedge maple,1,No info on height
Greensboro,Hemlock,21,3.524495714285714
Greensboro,Hickory,12,6.819702500000001
Greensboro,Higan cherry,2,No info on height
Greensboro,Himalayan pine,2,No info on height
Greensboro,Hinoki cypress,1,No info on height
Greensboro,Holly,96,4.528209375
Greensboro,Holly osmanthus,3,No info on height
Greensboro,Honey locust,14,2.923145714285714
Greensboro,Hop hornbeam,2,No info on height
Greensboro,Hop tree,1,No info on height
Greensboro,Horse chestnut,2,No info on height
Greensboro,Hybrid boxwood,2,No info on height
Greensboro,Hybrid crape myrtle,4,No info on height
Greensboro,Hybrid live oak,1,No info on height
Greensboro,Hybrid oak,1,No info on height
Greensboro,Indian hawthorn,2,No info on height
Greensboro,Isu tree,1,No info on height
Greensboro,Italian alder,1,No info on height
Greensboro,Italian stone pine,2,No info on height
Greensboro,Japanese apricot,2,No info on height
Greensboro,Japanese aralia,1,No info on height
Greensboro,Japanese arborvitae,1,No info on height
Greensboro,Japanese black pine,3,No info on height
Greensboro,Japanese blue oak,3,No info on height
Greensboro,Japanese camellia,2,No info on height
Greensboro,Japanese cedar,29,6.462482758620689
Greensboro,Japanese cherry,1,No info on height
Greensboro,Japanese crape myrtle,5,No info on height
Greensboro,Japanese holly,4,No info on height
Greensboro,Japanese maple,23,7.1913286956521745
Greensboro,Japanese pagoda tree,1,8.30404
Greensboro,Japanese plum yew,3,No info on height
Greensboro,Japanese privet,2,No info on height
Greensboro,Japanese snowball viburnum,1,No info on height
Greensboro,Japanese snowbell,3,7.958883333333333
Greensboro,Japanese spindle tree,1,No info on height
Greensboro,Japanese ternstroemia,1,No info on height
Greensboro,Japanese yellowwood,1,No info on height
Greensboro,Japenese maple,12,8.154498333333335
Greensboro,Juniper?,1,7.87163
Greensboro,Katsura tree,1,No info on height
Greensboro,Keeled bulrush,1,No info on height
Greensboro,Kentucky coffee tree,2,No info on height
Greensboro,Kobus magnolia,1,No info on height
Greensboro,Koehne holly,2,No info on height
Greensboro,Kousa dogwood,26,7.821126923076923
Greensboro,Kurogane holly,1,No info on height
Greensboro,Kwanzan cherry,7,No info on height
Greensboro,Lacebark elm,1,No info on height
Greensboro,Lalande firethorn,1,No info on height
Greensboro,Lantanaphyllum viburnum,1,No info on height
Greensboro,Leaf boxwood little,5,No info on height
Greensboro,Leaf linden little,1,No info on height
Greensboro,Leatherleaf mahonia,2,No info on height
Greensboro,Leaved maple vine,1,No info on height
Greensboro,Leyland cypress,201,2.7759372139303484
Greensboro,Ligustrum,5,4.888368
Greensboro,Lilac,1,No info on height
Greensboro,Lily magnolia,1,No info on height
Greensboro,Little red holly,1,No info on height
Greensboro,Live oak,13,0.6210692307692308
Greensboro,Lobed red maple three,14,No info on height
Greensboro,Lobed sweetgum round,1,No info on height
Greensboro,Loblolly pine,49,3.330485306122449
Greensboro,Loblolly pine hybrid pitch,1,No info on height
Greensboro,Loblolly pine hybrid slash,1,No info on height
Greensboro,London plane,3,No info on height
Greensboro,Longleaf pine,13,2.5692107692307693
Greensboro,Longleaf pine hybrid slash,1,No info on height
Greensboro,Longstalk holly,1,No info on height
Greensboro,Loquat,1,No info on height
Greensboro,Low serviceberry,1,No info on height
Greensboro,Maidenhair tree,8,No info on height
Greensboro,Mary nell holly,1,No info on height
Greensboro,Mimosa,17,7.212779411764706
Greensboro,Mockernut hickory,6,No info on height
Greensboro,Mugo pine,1,No info on height
Greensboro,Mulberry,221,5.395892307692307
Greensboro,Mulbery,1,8.36711
Greensboro,Needle palm,1,No info on height
Greensboro,Nellie stevens holly,4,No info on height
Greensboro,Ninebark,1,No info on height
Greensboro,Northern catalpa,8,No info on height
Greensboro,Northern red oak,7,7.028202857142857
Greensboro,Norway maple,1,No info on height
Greensboro,Norway spruce,7,6.9999400000000005
Greensboro,Nutmeg hickory,1,No info on height
Greensboro,Nuttall hybrid oak pin,1,No info on height
Greensboro,Oakleaf holly,1,No info on height
Greensboro,Oakleaf hydrangea,1,No info on height
Greensboro,Ogeechee tupelo,1,No info on height
Greensboro,Oglethorpe oak,2,No info on height
Greensboro,Ohio buckeye,1,No info on height
Greensboro,Okame cherry,1,No info on height
Greensboro,Oleander,1,No info on height
Greensboro,Oriental arborvitae,11,No info on height
Greensboro,Ornamental cherry,57,6.952687543859649
Greensboro,Osage orange,1,7.69536
Greensboro,Painted buckeye,1,No info on height
Greensboro,Pampas grass,1,No info on height
Greensboro,Panicle hydrangea,3,No info on height
Greensboro,Paperbark maple,2,No info on height
Greensboro,Peach,7,6.954194285714286
Greensboro,Pear,12,6.770500000000001
Greensboro,Pecan,437,6.161627917620137
Greensboro,Persian ironwood,1,No info on height
Greensboro,Persimmon,25,5.542546
Greensboro,Pin oak,22,5.130113636363636
Greensboro,Pineapple guava,1,No info on height
Greensboro,Pino triste weeping pine,1,No info on height
Greensboro,Planer tree,1,No info on height
Greensboro,Plum,5,4.920346
Greensboro,Poison ivy,1,No info on height
Greensboro,Pond cypress,1,No info on height
Greensboro,Pond pine,1,No info on height
Greensboro,Portugal laurel,1,No info on height
Greensboro,Portuguese oak,2,No info on height
Greensboro,Post oak,65,7.173840923076924
Greensboro,Prague viburnum,2,No info on height
Greensboro,Prickly pear,1,No info on height
Greensboro,Princess tree,3,No info on height
Greensboro,Purple chokeberry,1,No info on height
Greensboro,Purple crabapple,1,No info on height
Greensboro,Purple european smoketree,1,No info on height
Greensboro,Purple leaf plum,6,8.275045
Greensboro,Pussy willow,2,4.19146
Greensboro,Quaking aspen,1,No info on height
Greensboro,Red chokeberry,1,No info on height
Greensboro,Red maple,206,7.0978516019417475
Greensboro,Red mulberry,1,No info on height
Greensboro,Red oak,1,No info on height
Greensboro,Red oak ?,3,8.09018
Greensboro,Red tip photinia,1,No info on height
Greensboro,Redbud,50,7.278001399999999
Greensboro,Redwood,1,No info on height
Greensboro,River birch,40,7.171857749999999
Greensboro,Rose of sharon,3,No info on height
Greensboro,Sand live oak,1,No info on height
Greensboro,Sand pine,1,No info on height
Greensboro,Sassafras,5,6.35585
Greensboro,Saucer magnolia,2,No info on height
Greensboro,Sawara cypress,9,No info on height
Greensboro,Sawtooth oak,2,4.10657
Greensboro,Scarlet oak,26,5.67684576923077
Greensboro,Serviceberry,2,No info on height
Greensboro,Shagbark hickory,4,No info on height
Greensboro,Shangtung maple,1,No info on height
Greensboro,Shortleaf pine,30,2.9768226666666666
Greensboro,Shumard oak,1,No info on height
Greensboro,Silky dogwood,1,No info on height
Greensboro,Silver maple,128,6.433468125
Greensboro,Silvergrass,1,No info on height
Greensboro,Silverthorn,1,No info on height
Greensboro,Slash pine,11,4.419424545454546
Greensboro,Slender deutzia,1,No info on height
Greensboro,Small's white ash,1,No info on height
Greensboro,Smooth arrowwood,2,No info on height
Greensboro,Soapberry,1,No info on height
Greensboro,Sonderegger pine,2,No info on height
Greensboro,Sophora?,1,No info on height
Greensboro,Sourwood,1,No info on height
Greensboro,Southern bayberry,1,No info on height
Greensboro,Southern catalpa,2,No info on height
Greensboro,Southern magnolia,164,5.054825792682927
Greensboro,Southern red oak,114,4.901365964912281
Greensboro,Southern sugar maple,9,No info on height
Greensboro,Spanish bayonet,2,No info on height
Greensboro,Sparkelberry,2,No info on height
Greensboro,Spotted laurel,1,No info on height
Greensboro,Spruce pine,7,No info on height
Greensboro,St. andrew's cross,2,No info on height
Greensboro,Staghorn sumac,2,No info on height
Greensboro,Stone oak,1,No info on height
Greensboro,Strawberry bush,1,No info on height
Greensboro,Striped maple,1,8.02879
Greensboro,Sugar maple,239,5.170941589958159
Greensboro,Sugarberry,2,No info on height
Greensboro,Sugi japanese cedar,2,No info on height
Greensboro,Sumac,1,7.96689
Greensboro,Swamp bay,1,No info on height
Greensboro,Swamp chestnut oak,6,2.736098333333333
Greensboro,Swamp tupelo,1,No info on height
Greensboro,Sweetgum,105,5.744749142857143
Greensboro,Sycamore,16,7.088711875
Greensboro,Tatar maple,1,No info on height
Greensboro,Tea,2,No info on height
Greensboro,Threadleaf sawara cypress,4,No info on height
Greensboro,Thunberg's spiraea,1,No info on height
Greensboro,Topal holly,5,No info on height
Greensboro,Tough bully,1,No info on height
Greensboro,Tree of heaven,68,6.2679108823529415
Greensboro,Trident maple,23,6.662066956521739
Greensboro,Trumpet creeper,1,No info on height
Greensboro,Tulip tree,8,No info on height
Greensboro,Tung oil tree,1,No info on height
Greensboro,Turkey oak,1,No info on height
Greensboro,Umbrella magnolia,1,No info on height
Greensboro,Unidentified,7,6.958941428571428
Greensboro,Virginia pine,11,5.903667272727272
Greensboro,Virginia sweetspire,1,No info on height
Greensboro,Wagner's windmill palm,1,No info on height
Greensboro,Washington hawthorn,1,No info on height
Greensboro,Water oak,19,No info on height
Greensboro,Water tupelo,1,No info on height
Greensboro,Wax myrtle,12,6.695194166666667
Greensboro,Weeping cherry,12,7.495143333333334
Greensboro,Weeping mulberry,1,8.3094
Greensboro,Weeping willow,2,8.16399
Greensboro,Weeping yaupon holly,1,No info on height
Greensboro,Western red cedar,3,No info on height
Greensboro,White ash,6,No info on height
Greensboro,White cypress pine,15,7.050748
Greensboro,White mulberry,2,No info on height
Greensboro,White oak,45,6.0326408888888885
Greensboro,White pine,34,5.561840294117647
Greensboro,Willow hybrid oak bluejack,1,No info on height
Greensboro,Willow oak,523,5.9187201720841305
Greensboro,Willowleaf chinese holly,1,No info on height
Greensboro,Windmill palm,7,No info on height
Greensboro,Wing silverbell two,1,No info on height
Greensboro,Winged burning bush,3,No info on height
Greensboro,Winged elm,8,No info on height
Greensboro,Winter heath,1,No info on height
Greensboro,Wintergreen barberry,1,No info on height
Greensboro,Witch hazel,3,No info on height
Greensboro,Witherod viburnum,1,No info on height
Greensboro,Wreath spiraea bridal,1,No info on height
Greensboro,Yaupon,2,8.065515000000001
Greensboro,Yaupon holly,3,No info on height
Greensboro,Yellow anisetree,1,No info on height
Greensboro,Yellow passionflower,1,No info on height
Greensboro,Yellow poplar,6,8.166301666666667
Greensboro,Yellow threadleaf sawara cypress,2,No info on height
Greensboro,Yellowleaf hawthorn,1,No info on height
Greensboro,Yellowwood,2,No info on height
Greensboro,Yoshino cherry,1,No info on height
Greensboro,Zelkova,35,7.644797428571428
Guthrie Center,American basswood,2,No info on height
Guthrie Center,Apple,6,No info on height
Guthrie Center,Austrian pine,1,No info on height
Guthrie Center,Black walnut,8,No info on height
Guthrie Center,Catalpa,1,No info on height
Guthrie Center,Eastern red cedar,3,No info on height
Guthrie Center,Eastern redbud,1,No info on height
Guthrie Center,Green ash,38,No info on height
Guthrie Center,Hickory,1,No info on height
Guthrie Center,Honeylocust,2,No info on height
Guthrie Center,Littleleaf linden,7,No info on height
Guthrie Center,Northern hackberry,17,No info on height
Guthrie Center,Northern red oak,4,No info on height
Guthrie Center,Norway maple,20,No info on height
Guthrie Center,Norway spruce,1,No info on height
Guthrie Center,Pear,2,No info on height
Guthrie Center,Pin oak,11,No info on height
Guthrie Center,Red maple,3,No info on height
Guthrie Center,Siberian elm,2,No info on height
Guthrie Center,Silver maple,27,No info on height
Guthrie Center,Spruce,2,No info on height
Guthrie Center,Sugar maple,68,No info on height
Guthrie Center,White ash,1,No info on height
Hales Corners,American (basswood) linden,9,No info on height
Hales Corners,American beech,3,No info on height
Hales Corners,American elm,4,No info on height
Hales Corners,Amur corktree,1,No info on height
Hales Corners,Apple,2,No info on height
Hales Corners,Arborvitae,2,No info on height
Hales Corners,Ash,2,No info on height
Hales Corners,Ash  mountain,1,No info on height
Hales Corners,Bitternut hickory,2,No info on height
Hales Corners,Black cherry,3,No info on height
Hales Corners,Black maple,1,No info on height
Hales Corners,Black walnut,29,No info on height
Hales Corners,Blue ash,2,No info on height
Hales Corners,Boxelder,2,No info on height
Hales Corners,Bur oak,9,No info on height
Hales Corners,Callery pear,2,No info on height
Hales Corners,Cherry or plum,1,No info on height
Hales Corners,Chestnut horse,1,No info on height
Hales Corners,Chinkapin oak,1,No info on height
Hales Corners,Common hackberry,21,No info on height
Hales Corners,Crabapple,20,No info on height
Hales Corners,Dogwood,1,No info on height
Hales Corners,Eastern redbud,1,No info on height
Hales Corners,Eastern redcedar,3,No info on height
Hales Corners,Elm,6,No info on height
Hales Corners,English oak,2,No info on height
Hales Corners,European ash,1,No info on height
Hales Corners,European beech,1,No info on height
Hales Corners,Fir,8,No info on height
Hales Corners,Fir douglas,1,No info on height
Hales Corners,Freeman maple,6,No info on height
Hales Corners,Ginkgo,1,No info on height
Hales Corners,Green ash,43,No info on height
Hales Corners,Hawthorn,16,No info on height
Hales Corners,Honeylocust,35,No info on height
Hales Corners,Japanese tree lilac,4,No info on height
Hales Corners,Katsura,3,No info on height
Hales Corners,Kentucky coffeetree,4,No info on height
Hales Corners,Littleleaf linden,7,No info on height
Hales Corners,Magnolia,1,No info on height
Hales Corners,Maple,1,No info on height
Hales Corners,Mulberry,2,No info on height
Hales Corners,Musclewood,1,No info on height
Hales Corners,Norway maple,24,No info on height
Hales Corners,Norway spruce,8,No info on height
Hales Corners,Paper birch,2,No info on height
Hales Corners,Pear,2,No info on height
Hales Corners,Pin oak,2,No info on height
Hales Corners,Ponderosa pine,2,No info on height
Hales Corners,Red maple,5,No info on height
Hales Corners,Red oak,17,No info on height
Hales Corners,Red pine,5,No info on height
Hales Corners,Scots pine,1,No info on height
Hales Corners,Shagbark hickory,7,No info on height
Hales Corners,Silver maple,4,No info on height
Hales Corners,Spruce,5,No info on height
Hales Corners,Sugar maple,43,No info on height
Hales Corners,Swamp white oak,1,No info on height
Hales Corners,Sycamore,2,No info on height
Hales Corners,Tilia,9,No info on height
Hales Corners,Tuliptree,1,No info on height
Hales Corners,Turkish filburt,1,No info on height
Hales Corners,Viburnum,1,No info on height
Hales Corners,White ash,16,No info on height
Hales Corners,White oak,6,No info on height
Hales Corners,White pine,1,No info on height
Hales Corners,White spruce,3,No info on height
Hales Corners,Willow,1,No info on height
Hales Corners,Yew,1,No info on height
Hartford,Amur maple,1,No info on height
Hartford,Ash,1,No info on height
Hartford,Black locust,1,No info on height
Hartford,Black walnut,2,No info on height
Hartford,Blue spruce,2,No info on height
Hartford,Bur oak,2,No info on height
Hartford,Catalpa,1,No info on height
Hartford,Mulberry,2,No info on height
Hartford,Northern hackberry,4,No info on height
Hartford,Northern red oak,1,No info on height
Hartford,Norway maple,2,No info on height
Hartford,Red maple,1,No info on height
Hartford,Scotch pine,1,No info on height
Hartford,Siberian elm,2,No info on height
Hartford,Silver maple,4,No info on height
Heeia,Myrtle crape,1,55.77428
Honolulu,African mimusops,17,85.30184
Honolulu,African tulip tree,57,83.34484771929824
Honolulu,Alahe'e,3,62.33596
Honolulu,Alexandra palm,23,76.88577217391304
Honolulu,Alibangbang,4,71.35827
Honolulu,Allspice,4,54.95407
Honolulu,Apple rose,1,98.4252
Honolulu,Areca palm,13,19.432667692307692
Honolulu,Autograph tree,74,65.83847837837838
Honolulu,Avocado,5,75.45932
Honolulu,Banyan,42,83.27084380952381
Honolulu,Baobab,10,112.204728
Honolulu,Bastard cedar,1,75.45932
Honolulu,Beach heliotrope,40,51.017061999999996
Honolulu,Bean weeping boer,22,32.062754545454546
Honolulu,Benjamin fig,36,96.23797333333333
Honolulu,Bo tree,2,59.05512
Honolulu,Bombax tree,1,114.8294
Honolulu,Bottle palm,3,26.24672
Honolulu,Breadfruit / ulu,3,37.182853333333334
Honolulu,Calabash tree,2,47.57218
Honolulu,Candle tree,2,39.37008
Honolulu,Caribbean royal palm,2,41.0105
Honolulu,Carrotwood,2,37.729659999999996
Honolulu,Cecropia,1,118.11024
Honolulu,Chachimbo,1,75.45932
Honolulu,Chinese banyan,162,80.74511777777778
Honolulu,Chinese fan palm,4,16.4042
Honolulu,Chinese juniper,2,26.24672
Honolulu,Christmas berry,15,54.024498666666666
Honolulu,Citrus sp.,2,29.52756
Honolulu,Coconut palm,548,85.17611437956204
Honolulu,Cook pine,20,1.968504
Honolulu,Cotton tree red silk,5,65.6168
Honolulu,Cuban royal palm,5,75.45932
Honolulu,Cypress,4,22.145670000000003
Honolulu,Date palm,7,29.99625142857143
Honolulu,Dead tree,2,49.2126
Honolulu,Dracaena sp.,9,46.66083555555556
Honolulu,Dragon tree,1,52.49344
Honolulu,Earpod,5,85.95800799999999
Honolulu,East african yellowwood,1,No info on height
Honolulu,Eucalyptus,4,73.8189
Honolulu,European fan palm,2,80.38058000000001
Honolulu,Eye plant birds,1,26.24672
Honolulu,False ashoka,8,80.790685
Honolulu,False kamani,23,81.02248347826087
Honolulu,False olive,161,66.88022906832298
Honolulu,False wiliwili,2,73.8189
Honolulu,Fern tree,17,65.2308188235294
Honolulu,Ficus (f. forstenii),6,68.89764000000001
Honolulu,Ficus (f. stricta),1,82.021
Honolulu,Fiddlewood,57,65.84703438596492
Honolulu,Fiji fan palm,182,58.838800879120875
Honolulu,Formosan koa,320,55.415438125
Honolulu,Foxtail palm,7,42.65092
Honolulu,Geometry tree,3,75.45932
Honolulu,Giant crape myrtle,20,70.53806
Honolulu,Glass tree looking,67,72.17848000000001
Honolulu,Gold tree,55,81.42448363636363
Honolulu,Golden rain tree,4,101.70604
Honolulu,Golden shower,133,82.29234766917294
Honolulu,Golden trumpet tree,3,80.92738666666666
Honolulu,Grape sea,14,67.72591142857142
Honolulu,Guava,2,39.37008
Honolulu,Hala,26,69.65475692307692
Honolulu,Haole kou,82,52.81352195121951
Honolulu,Hau,1,82.021
Honolulu,Hawaiian gardenia,5,15.091863999999998
Honolulu,Hibiscus,1,No info on height
Honolulu,Hong kong orchid tree,47,77.90249872340426
Honolulu,Illawarra flame tree,2,55.77428
Honolulu,Indian banyan,37,97.8931718918919
Honolulu,Indian rubber tree,2,63.97638
Honolulu,Indonesian cinnamon,20,48.064306
Honolulu,Ironwood,79,26.16366075949367
Honolulu,Italian cypress,1,65.6168
Honolulu,Jacaranda,6,86.94225999999999
Honolulu,Jack in the box tree,5,46.587928
Honolulu,Jamaica dogwood,3,80.92738666666666
Honolulu,Jatropha,1,55.77428
Honolulu,Java plum,5,83.989504
Honolulu,Kamani,13,80.00202153846155
Honolulu,Key lime,3,31.71478666666667
Honolulu,Kiawe,28,82.37251857142857
Honolulu,Koa,14,58.58642857142858
Honolulu,Koa haole,1,72.17848
Honolulu,Kou,86,60.27589767441861
Honolulu,Kukui,88,73.18510136363636
Honolulu,Leaf fig fiddle,23,94.57377913043477
Honolulu,Lemon,1,26.24672
Honolulu,Lemonwood,1,No info on height
Honolulu,Leopard tree,3,89.67629333333332
Honolulu,Loulu,36,61.15121222222222
Honolulu,Magnolia,50,45.60367599999999
Honolulu,Malunggay / drumstick tree/marunggay,4,55.77428
Honolulu,Mandarin orange,3,43.74453333333333
Honolulu,Mango,4,97.60499
Honolulu,Manila palm,243,43.2179787654321
Honolulu,Mickey mouse plant,1,16.4042
Honolulu,Milo,158,65.05615012658227
